Node,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Best Modularity
108,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
35,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
293,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
324,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
161,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
166,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
169,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
139,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
285,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
137,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
49,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
163,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
168,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
54,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
53,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
178,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
144,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
56,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
112,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
244,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
320,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
314,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
65,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
262,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
63,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
68,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
276,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
72,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
286,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
75,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
76,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
74,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
77,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
291,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
292,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
55,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
278,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
120,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
295,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
288,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
296,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
145,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
84,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
322,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
98,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
306,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
317,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
58,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
103,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
57,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
102,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
131,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
162,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
273,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
268,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
272,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
113,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
114,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
37,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
115,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
119,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
126,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
253,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
256,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
73,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
328,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
64,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
297,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
71,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
327,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
138,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
141,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
148,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
154,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
156,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
149,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
160,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
158,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
157,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
164,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
165,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
140,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
191,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
190,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
198,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
197,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
195,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
218,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
221,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
223,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
210,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
225,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
226,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
227,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
229,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
230,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
231,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
232,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
233,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
234,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
167,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
173,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
219,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
170,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
172,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
174,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
175,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
116,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
245,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
179,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
181,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
143,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
95,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
193,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
194,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
228,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
214,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
205,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
199,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
208,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
203,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
216,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
202,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
196,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
201,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
212,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
213,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
217,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
206,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
215,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
204,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
211,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
209,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
224,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
47,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
242,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
101,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
249,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
251,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
254,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
255,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
257,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
259,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
261,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
66,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
263,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
265,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
264,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
266,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
279,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
269,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
280,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
78,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
298,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
